 time            v(vin)          v(vout_buf)     v(vout_st)     
 1.39817524e-03  3.21705670e+00  3.30000000e+00  3.30000000e+00 
 1.39840888e-03  3.37234156e+00  3.30000000e+00  3.30000000e+00 
 1.39887618e-03  3.68291128e+00  3.30000000e+00  3.30000000e+00 
 1.39900000e-03  3.76520460e+00  3.30000000e+00  3.30000000e+00 
 1.39908382e-03  3.73639155e+00  3.30000000e+00  3.30000000e+00 
 1.39925146e-03  3.67876515e+00  3.30000000e+00  3.30000000e+00 
 1.39956776e-03  3.57003493e+00  3.30000000e+00  3.30000000e+00 
 1.40000000e-03  3.42145348e+00  3.30000000e+00  3.30000000e+00 
 1.40006326e-03  3.39723061e+00  3.30000000e+00  3.30000000e+00 
 1.40018978e-03  3.34878485e+00  3.30000000e+00  3.30000000e+00 
 1.40044283e-03  3.25189334e+00  3.30000000e+00  3.30000000e+00 
 1.40094891e-03  3.05811033e+00  3.30000000e+00  3.30000000e+00 
 1.40100000e-03  3.03854960e+00  3.30000000e+00  3.30000000e+00 
 1.40110000e-03  3.06294711e+00  3.30000000e+00  3.30000000e+00 
 1.40130000e-03  3.11174229e+00  3.30000000e+00  3.30000000e+00 
 1.40163246e-03  3.19285493e+00  3.30000000e+00  3.30000000e+00 
 1.40200000e-03  3.28252543e+00  3.30000000e+00  3.30000000e+00 
 1.40206649e-03  3.26297956e+00  3.30000000e+00  3.30000000e+00 
 1.40219948e-03  3.22388767e+00  3.30000000e+00  3.30000000e+00 
 1.40246545e-03  3.14570389e+00  3.30000000e+00  3.30000000e+00 
 1.40299738e-03  2.98933633e+00  3.30000000e+00  3.30000000e+00 
 1.40300000e-03  2.98856763e+00  3.30000000e+00  3.30000000e+00 
 1.40300523e-03  2.99293866e+00  3.30000001e+00  3.30000002e+00 
 1.40301569e-03  3.00168103e+00  3.29999999e+00  3.29999998e+00 
 1.40303661e-03  3.01916578e+00  3.30000000e+00  3.30000002e+00 
 1.40307845e-03  3.05413527e+00  3.29999999e+00  3.29999998e+00 
 1.40316213e-03  3.12407425e+00  3.30000000e+00  3.30000002e+00 
 1.40332949e-03  3.26395221e+00  3.29999999e+00  3.29999998e+00 
 1.40366421e-03  3.54370813e+00  3.30000000e+00  3.30000002e+00 
 1.40400000e-03  3.82436160e+00  3.29999999e+00  3.29999998e+00 
 1.40406694e-03  3.81532944e+00  3.30000000e+00  3.30000000e+00 
 1.40420083e-03  3.79726486e+00  3.30000000e+00  3.30000000e+00 
 1.40446861e-03  3.76113569e+00  3.30000000e+00  3.30000000e+00 
 1.40500000e-03  3.68943811e+00  3.30000000e+00  3.30000000e+00 
 1.40505355e-03  3.66118253e+00  3.30000000e+00  3.30000000e+00 
 1.40516066e-03  3.60467128e+00  3.30000000e+00  3.30000000e+00 
 1.40537488e-03  3.49164877e+00  3.30000000e+00  3.30000000e+00 
 1.40580332e-03  3.26560375e+00  3.30000000e+00  3.30000000e+00 
 1.40600000e-03  3.16183790e+00  3.30000000e+00  3.30000000e+00 
 1.40608569e-03  3.13928117e+00  3.30000000e+00  3.30000000e+00 
 1.40625706e-03  3.09416778e+00  3.30000000e+00  3.30000000e+00 
 1.40659982e-03  3.00394100e+00  3.30000000e+00  3.30000000e+00 
 1.40700000e-03  2.89859566e+00  3.30000000e+00  3.30000000e+00 
 1.40706855e-03  2.91724385e+00  3.30000000e+00  3.30000000e+00 
 1.40720565e-03  2.95454040e+00  3.30000000e+00  3.30000000e+00 
 1.40747985e-03  3.02913349e+00  3.30000000e+00  3.30000000e+00 
 1.40800000e-03  3.17063303e+00  3.30000000e+00  3.30000000e+00 
 1.40805484e-03  3.19307070e+00  3.30000000e+00  3.30000000e+00 
 1.40816452e-03  3.23794609e+00  3.30000000e+00  3.30000000e+00 
 1.40838388e-03  3.32769686e+00  3.30000000e+00  3.30000000e+00 
 1.40882260e-03  3.50719841e+00  3.30000000e+00  3.30000000e+00 
 1.40900000e-03  3.57977900e+00  3.30000000e+00  3.30000000e+00 
 1.40908774e-03  3.52964648e+00  3.30000000e+00  3.30000000e+00 
 1.40926323e-03  3.42938118e+00  3.30000000e+00  3.30000000e+00 
 1.40961421e-03  3.22885058e+00  3.30000000e+00  3.30000000e+00 
 1.41000000e-03  3.00843106e+00  3.30000000e+00  3.30000000e+00 
 1.41007020e-03  3.05263760e+00  3.30000000e+00  3.30000000e+00 
 1.41021059e-03  3.14105103e+00  3.30000000e+00  3.30000000e+00 
 1.41049137e-03  3.31787789e+00  3.30000000e+00  3.30000000e+00 
 1.41100000e-03  3.63819566e+00  3.30000000e+00  3.30000000e+00 
 1.41105616e-03  3.61352988e+00  3.30000000e+00  3.30000000e+00 
 1.41116847e-03  3.56419803e+00  3.30000000e+00  3.30000000e+00 
 1.41139310e-03  3.46553432e+00  3.30000000e+00  3.30000000e+00 
 1.41184235e-03  3.26820691e+00  3.30000000e+00  3.30000000e+00 
 1.41200000e-03  3.19896018e+00  3.30000000e+00  3.30000000e+00 
 1.41208985e-03  3.19153962e+00  3.30000000e+00  3.30000000e+00 
 1.41226955e-03  3.17669860e+00  3.30000000e+00  3.30000000e+00 
 1.41262895e-03  3.14701657e+00  3.30000000e+00  3.30000000e+00 
 1.41300000e-03  3.11637273e+00  3.30000000e+00  3.30000000e+00 
 1.41307188e-03  3.15615095e+00  3.30000000e+00  3.30000000e+00 
 1.41321564e-03  3.23570756e+00  3.30000000e+00  3.30000000e+00 
 1.41350316e-03  3.39482078e+00  3.30000000e+00  3.30000000e+00 
 1.41400000e-03  3.66976919e+00  3.30000000e+00  3.30000000e+00 
 1.41405750e-03  3.64704835e+00  3.30000000e+00  3.30000000e+00 
 1.41417251e-03  3.60160641e+00  3.30000000e+00  3.30000000e+00 
 1.41440253e-03  3.51072253e+00  3.30000000e+00  3.30000000e+00 
 1.41486256e-03  3.32895477e+00  3.30000000e+00  3.30000000e+00 
 1.41500000e-03  3.27465111e+00  3.30000000e+00  3.30000000e+00 
 1.41509201e-03  3.30800266e+00  3.30000000e+00  3.30000000e+00 
 1.41527602e-03  3.37470598e+00  3.30000000e+00  3.30000000e+00 
 1.41564405e-03  3.50811261e+00  3.30000000e+00  3.30000000e+00 
 1.41600000e-03  3.63714233e+00  3.30000000e+00  3.30000000e+00 
 1.41607361e-03  3.62961746e+00  3.30000000e+00  3.30000000e+00 
 1.41622082e-03  3.61456759e+00  3.30000000e+00  3.30000000e+00 
 1.41651524e-03  3.58446784e+00  3.30000000e+00  3.30000000e+00 
 1.41700000e-03  3.53490893e+00  3.30000000e+00  3.30000000e+00 
 1.41705888e-03  3.52148543e+00  3.30000000e+00  3.30000000e+00 
 1.41717665e-03  3.49463838e+00  3.30000000e+00  3.30000000e+00 
 1.41741219e-03  3.44094428e+00  3.30000000e+00  3.30000000e+00 
 1.41788326e-03  3.33355608e+00  3.30000000e+00  3.30000000e+00 
 1.41800000e-03  3.30694468e+00  3.30000000e+00  3.30000000e+00 
 1.41809421e-03  3.28832569e+00  3.30000000e+00  3.30000000e+00 
 1.41828264e-03  3.25108773e+00  3.30000000e+00  3.30000000e+00 
 1.41865950e-03  3.17661181e+00  3.30000000e+00  3.30000000e+00 
 1.41900000e-03  3.10932230e+00  3.30000000e+00  3.30000000e+00 
 1.41907537e-03  3.12323803e+00  3.30000000e+00  3.30000000e+00 
 1.41922612e-03  3.15106960e+00  3.30000000e+00  3.30000000e+00 
 1.41952760e-03  3.20673274e+00  3.30000000e+00  3.30000000e+00 
 1.42000000e-03  3.29395042e+00  3.30000000e+00  3.30000000e+00 
 1.42006030e-03  3.30015545e+00  3.30000000e+00  3.30000000e+00 
 1.42018089e-03  3.31256549e+00  3.30000000e+00  3.30000000e+00 
 1.42042208e-03  3.33738558e+00  3.30000000e+00  3.30000000e+00 
 1.42090446e-03  3.38702575e+00  3.30000000e+00  3.30000000e+00 
 1.42100000e-03  3.39685710e+00  3.30000000e+00  3.30000000e+00 
 1.42109648e-03  3.35451006e+00  3.30000000e+00  3.30000000e+00 
 1.42128943e-03  3.26981583e+00  3.30000000e+00  3.30000000e+00 
 1.42167533e-03  3.10042737e+00  3.30000000e+00  3.30000000e+00 
 1.42200000e-03  2.95791824e+00  3.30000000e+00  3.30000000e+00 
 1.42207718e-03  2.99835639e+00  3.30000000e+00  3.30000000e+00 
 1.42223154e-03  3.07923296e+00  3.30000000e+00  3.30000000e+00 
 1.42254027e-03  3.24098611e+00  3.30000000e+00  3.30000000e+00 
 1.42300000e-03  3.48185989e+00  3.30000000e+00  3.30000000e+00 
 1.42306174e-03  3.47959480e+00  3.30000000e+00  3.30000000e+00 
 1.42318523e-03  3.47506445e+00  3.30000000e+00  3.30000000e+00 
 1.42343221e-03  3.46600375e+00  3.30000000e+00  3.30000000e+00 
 1.42392617e-03  3.44788234e+00  3.30000000e+00  3.30000000e+00 
 1.42400000e-03  3.44517382e+00  3.30000000e+00  3.30000000e+00 
 1.42409879e-03  3.39949522e+00  3.30000000e+00  3.30000000e+00 
 1.42429637e-03  3.30813790e+00  3.30000000e+00  3.30000000e+00 
 1.42469154e-03  3.12542326e+00  3.30000000e+00  3.30000000e+00 
 1.42500000e-03  2.98279959e+00  3.30000000e+00  3.30000000e+00 
 1.42507903e-03  2.98721288e+00  3.30000000e+00  3.30000000e+00 
 1.42523710e-03  2.99603961e+00  3.30000000e+00  3.30000000e+00 
 1.42555323e-03  3.01369306e+00  3.30000000e+00  3.30000000e+00 
 1.42600000e-03  3.03864140e+00  3.30000000e+00  3.30000000e+00 
 1.42606323e-03  3.04829693e+00  3.30000000e+00  3.30000000e+00 
 1.42618968e-03  3.06760801e+00  3.30000000e+00  3.30000000e+00 
 1.42644259e-03  3.10623017e+00  3.30000000e+00  3.30000000e+00 
 1.42694840e-03  3.18347449e+00  3.30000000e+00  3.30000000e+00 
 1.42700000e-03  3.19135470e+00  3.30000000e+00  3.30000000e+00 
 1.42710000e-03  3.20290422e+00  3.30000000e+00  3.30000000e+00 
 1.42730000e-03  3.22600323e+00  3.30000000e+00  3.30000000e+00 
 1.42770000e-03  3.27220126e+00  3.30000000e+00  3.30000000e+00 
 1.42800000e-03  3.30684978e+00  3.30000000e+00  3.30000000e+00 
 1.42808000e-03  3.26310199e+00  3.30000000e+00  3.30000000e+00 
 1.42824000e-03  3.17560622e+00  3.30000000e+00  3.30000000e+00 
 1.42856000e-03  3.00061467e+00  3.30000000e+00  3.30000000e+00 
 1.42900000e-03  2.76000129e+00  3.30000001e+00  3.30000000e+00 
 1.42906400e-03  2.76898664e+00  3.30000000e+00  3.30000000e+00 
 1.42919200e-03  2.78695755e+00  3.30000000e+00  3.30000000e+00 
 1.42944800e-03  2.82289938e+00  3.30000000e+00  3.30000000e+00 
 1.42996000e-03  2.89478302e+00  3.30000000e+00  3.30000000e+00 
 1.43000000e-03  2.90039893e+00  3.30000000e+00  3.30000000e+00 
 1.43008000e-03  2.93958318e+00  3.30000000e+00  3.30000000e+00 
 1.43024000e-03  3.01795176e+00  3.30000000e+00  3.30000000e+00 
 1.43056000e-03  3.17468893e+00  3.30000000e+00  3.30000000e+00 
 1.43100000e-03  3.39020254e+00  3.30000000e+00  3.30000000e+00 
 1.43106400e-03  3.40331018e+00  3.30000000e+00  3.30000000e+00 
 1.43119200e-03  3.42952536e+00  3.30000000e+00  3.30000000e+00 
 1.43144800e-03  3.48195573e+00  3.30000000e+00  3.30000000e+00 
 1.43196000e-03  3.58681648e+00  3.30000000e+00  3.30000000e+00 
 1.43200000e-03  3.59500872e+00  3.30000000e+00  3.30000000e+00 
 1.43208000e-03  3.59220129e+00  3.30000000e+00  3.30000000e+00 
 1.43224000e-03  3.58658637e+00  3.30000000e+00  3.30000000e+00 
 1.43256000e-03  3.57535653e+00  3.30000000e+00  3.30000000e+00 
 1.43300000e-03  3.55991549e+00  3.30000000e+00  3.30000000e+00 
 1.43306400e-03  3.54870796e+00  3.30000000e+00  3.30000000e+00 
 1.43319200e-03  3.52629285e+00  3.30000000e+00  3.30000000e+00 
 1.43344800e-03  3.48146265e+00  3.30000000e+00  3.30000000e+00 
 1.43396000e-03  3.39180224e+00  3.30000000e+00  3.30000000e+00 
 1.43400000e-03  3.38479752e+00  3.30000000e+00  3.30000000e+00 
 1.43408000e-03  3.36432282e+00  3.30000000e+00  3.30000000e+00 
 1.43424000e-03  3.32337339e+00  3.30000000e+00  3.30000000e+00 
 1.43456000e-03  3.24147454e+00  3.30000000e+00  3.30000000e+00 
 1.43500000e-03  3.12886361e+00  3.30000000e+00  3.30000000e+00 
 1.43506400e-03  3.12538306e+00  3.30000000e+00  3.30000000e+00 
 1.43519200e-03  3.11842201e+00  3.30000000e+00  3.30000000e+00 
 1.43544800e-03  3.10449991e+00  3.30000000e+00  3.30000000e+00 
 1.43596000e-03  3.07665572e+00  3.30000000e+00  3.30000000e+00 
 1.43600000e-03  3.07448039e+00  3.30000000e+00  3.30000000e+00 
 1.43608000e-03  3.04452208e+00  3.30000000e+00  3.30000000e+00 
 1.43624000e-03  2.98460536e+00  3.30000000e+00  3.30000000e+00 
 1.43656000e-03  2.86477191e+00  3.30000000e+00  3.30000000e+00 
 1.43700000e-03  2.70000094e+00  3.30000002e+00  3.30000000e+00 
 1.43706253e-03  2.75095076e+00  3.29999995e+00  3.30000000e+00 
 1.43718758e-03  2.85285076e+00  3.30000003e+00  3.30000000e+00 
 1.43743770e-03  3.05665075e+00  3.29999997e+00  3.30000000e+00 
 1.43793792e-03  3.46425072e+00  3.30000003e+00  3.30000000e+00 
 1.43800000e-03  3.51483615e+00  3.29999997e+00  3.30000000e+00 
 1.43807921e-03  3.50264443e+00  3.30000000e+00  3.30000000e+00 
 1.43823764e-03  3.47826072e+00  3.30000000e+00  3.30000000e+00 
 1.43849325e-03  3.43891930e+00  3.30000000e+00  3.30000000e+00 
 1.43900000e-03  3.36092347e+00  3.30000000e+00  3.30000000e+00 
 1.43905112e-03  3.33405065e+00  3.30000000e+00  3.30000000e+00 
 1.43915336e-03  3.28030490e+00  3.30000000e+00  3.30000000e+00 
 1.43935785e-03  3.17281341e+00  3.30000000e+00  3.30000000e+00 
 1.43976683e-03  2.95783044e+00  3.30000000e+00  3.30000000e+00 
 1.44000000e-03  2.83525872e+00  3.30000000e+00  3.30000000e+00 
 1.44008179e-03  2.85813416e+00  3.30000000e+00  3.30000000e+00 
 1.44024538e-03  2.90388526e+00  3.30000000e+00  3.30000000e+00 
 1.44057256e-03  2.99538747e+00  3.30000000e+00  3.30000000e+00 
 1.44100000e-03  3.11492894e+00  3.30000000e+00  3.30000000e+00 
 1.44106544e-03  3.16418841e+00  3.30000000e+00  3.30000000e+00 
 1.44119631e-03  3.26270748e+00  3.30000000e+00  3.30000000e+00 
 1.44145805e-03  3.45974563e+00  3.30000000e+00  3.30000000e+00 
 1.44198154e-03  3.85382192e+00  3.30000000e+00  3.30000000e+00 
 1.44200000e-03  3.86772115e+00  3.30000000e+00  3.30000000e+00 
 1.44203693e-03  3.85898105e+00  3.30000000e+00  3.30000000e+00 
 1.44211078e-03  3.84150057e+00  3.30000000e+00  3.30000000e+00 
 1.44225288e-03  3.80786826e+00  3.30000000e+00  3.30000000e+00 
 1.44253707e-03  3.74060365e+00  3.30000000e+00  3.30000000e+00 
 1.44300000e-03  3.63103245e+00  3.30000000e+00  3.30000000e+00 
 1.44305684e-03  3.62485213e+00  3.30000000e+00  3.30000000e+00 
 1.44317051e-03  3.61249152e+00  3.30000000e+00  3.30000000e+00 
 1.44339787e-03  3.58777031e+00  3.30000000e+00  3.30000000e+00 
 1.44385257e-03  3.53832789e+00  3.30000000e+00  3.30000000e+00 
 1.44400000e-03  3.52229704e+00  3.30000000e+00  3.30000000e+00 
 1.44409094e-03  3.48558060e+00  3.30000000e+00  3.30000000e+00 
 1.44427282e-03  3.41214765e+00  3.30000000e+00  3.30000000e+00 
 1.44463659e-03  3.26528175e+00  3.30000000e+00  3.30000000e+00 
 1.44500000e-03  3.11855672e+00  3.30000000e+00  3.30000000e+00 
 1.44507275e-03  3.15795355e+00  3.30000000e+00  3.30000000e+00 
 1.44521826e-03  3.23674750e+00  3.30000000e+00  3.30000000e+00 
 1.44550927e-03  3.39433540e+00  3.30000000e+00  3.30000000e+00 
 1.44600000e-03  3.66007603e+00  3.30000000e+00  3.30000000e+00 
 1.44605820e-03  3.61968981e+00  3.30000000e+00  3.30000000e+00 
 1.44617461e-03  3.53891701e+00  3.30000000e+00  3.30000000e+00 
 1.44640741e-03  3.37737142e+00  3.30000000e+00  3.30000000e+00 
 1.44687303e-03  3.05428022e+00  3.30000000e+00  3.30000000e+00 
 1.44700000e-03  2.96617708e+00  3.30000000e+00  3.30000000e+00 
 1.44709312e-03  2.99332907e+00  3.30000000e+00  3.30000000e+00 
 1.44727937e-03  3.04763334e+00  3.30000000e+00  3.30000000e+00 
 1.44763763e-03  3.15209113e+00  3.30000000e+00  3.30000000e+00 
 1.44800000e-03  3.25774854e+00  3.30000000e+00  3.30000000e+00 
 1.44807165e-03  3.27970907e+00  3.30000000e+00  3.30000000e+00 
 1.44821495e-03  3.32363013e+00  3.30000000e+00  3.30000000e+00 
 1.44850156e-03  3.41147227e+00  3.30000000e+00  3.30000000e+00 
 1.44900000e-03  3.56423922e+00  3.30000000e+00  3.30000000e+00 
 1.44905732e-03  3.54681270e+00  3.30000000e+00  3.30000000e+00 
 1.44917196e-03  3.51195947e+00  3.30000000e+00  3.30000000e+00 
 1.44940125e-03  3.44225301e+00  3.30000000e+00  3.30000000e+00 
 1.44985982e-03  3.30284010e+00  3.30000000e+00  3.30000000e+00 
 1.45000000e-03  3.26022261e+00  3.30000000e+00  3.30000000e+00 
 1.45009171e-03  3.25916998e+00  3.30000000e+00  3.30000000e+00 
 1.45027514e-03  3.25706480e+00  3.30000000e+00  3.30000000e+00 
 1.45064200e-03  3.25285445e+00  3.30000000e+00  3.30000000e+00 
 1.45100000e-03  3.24874571e+00  3.30000000e+00  3.30000000e+00 
 1.45107337e-03  3.25401178e+00  3.30000000e+00  3.30000000e+00 
 1.45122011e-03  3.26454394e+00  3.30000000e+00  3.30000000e+00 
 1.45151360e-03  3.28560827e+00  3.30000000e+00  3.30000000e+00 
 1.45200000e-03  3.32051884e+00  3.30000000e+00  3.30000000e+00 
 1.45205870e-03  3.32647930e+00  3.30000000e+00  3.30000000e+00 
 1.45217609e-03  3.33840023e+00  3.30000000e+00  3.30000000e+00 
 1.45241088e-03  3.36224208e+00  3.30000000e+00  3.30000000e+00 
 1.45288045e-03  3.40992579e+00  3.30000000e+00  3.30000000e+00 
 1.45300000e-03  3.42206523e+00  3.30000000e+00  3.30000000e+00 
 1.45309391e-03  3.42566713e+00  3.30000000e+00  3.30000000e+00 
 1.45328175e-03  3.43287091e+00  3.30000000e+00  3.30000000e+00 
 1.45365741e-03  3.44727846e+00  3.30000000e+00  3.30000000e+00 
 1.45400000e-03  3.46041783e+00  3.30000000e+00  3.30000000e+00 
 1.45407513e-03  3.46751289e+00  3.30000000e+00  3.30000000e+00 
 1.45422540e-03  3.48170301e+00  3.30000000e+00  3.30000000e+00 
 1.45452592e-03  3.51008326e+00  3.30000000e+00  3.30000000e+00 
 1.45500000e-03  3.55485233e+00  3.30000000e+00  3.30000000e+00 
 1.45506011e-03  3.52105151e+00  3.30000000e+00  3.30000000e+00 
 1.45518032e-03  3.45344968e+00  3.30000000e+00  3.30000000e+00 
 1.45542074e-03  3.31824602e+00  3.30000000e+00  3.30000000e+00 
 1.45590159e-03  3.04783871e+00  3.30000000e+00  3.30000000e+00 
 1.45600000e-03  2.99249433e+00  3.30000000e+00  3.30000000e+00 
 1.45608307e-03  3.03422720e+00  3.30000000e+00  3.30000000e+00 
 1.45624922e-03  3.11769325e+00  3.30000000e+00  3.30000000e+00 
 1.45655568e-03  3.27165189e+00  3.30000000e+00  3.30000000e+00 
 1.45700000e-03  3.49486382e+00  3.30000000e+00  3.30000000e+00 
 1.45706129e-03  3.47058194e+00  3.30000000e+00  3.30000000e+00 
 1.45718388e-03  3.42201792e+00  3.30000000e+00  3.30000000e+00 
 1.45742905e-03  3.32488988e+00  3.30000000e+00  3.30000000e+00 
 1.45791939e-03  3.13063379e+00  3.30000000e+00  3.30000000e+00 
 1.45800000e-03  3.09870089e+00  3.30000000e+00  3.30000000e+00 
 1.45809807e-03  3.12248259e+00  3.30000000e+00  3.30000000e+00 
 1.45829421e-03  3.17004616e+00  3.30000000e+00  3.30000000e+00 
 1.45866585e-03  3.26016955e+00  3.30000000e+00  3.30000000e+00 
 1.45900000e-03  3.34120196e+00  3.30000000e+00  3.30000000e+00 
 1.45907433e-03  3.34643418e+00  3.30000000e+00  3.30000000e+00 
 1.45922298e-03  3.35689858e+00  3.30000000e+00  3.30000000e+00 
 1.45952030e-03  3.37782736e+00  3.30000000e+00  3.30000000e+00 
 1.46000000e-03  3.41159513e+00  3.30000000e+00  3.30000000e+00 
 1.46005946e-03  3.38336555e+00  3.30000000e+00  3.30000000e+00 
 1.46017839e-03  3.32690622e+00  3.30000000e+00  3.30000000e+00 
 1.46041624e-03  3.21398758e+00  3.30000000e+00  3.30000000e+00 
 1.46089194e-03  2.98815029e+00  3.30000000e+00  3.30000000e+00 
 1.46100000e-03  2.93684847e+00  3.30000000e+00  3.30000000e+00 
 1.46109514e-03  2.98271050e+00  3.30000000e+00  3.30000000e+00 
 1.46128542e-03  3.07443484e+00  3.30000000e+00  3.30000000e+00 
 1.46162698e-03  3.23908501e+00  3.30000000e+00  3.30000000e+00 
 1.46200000e-03  3.41889706e+00  3.30000000e+00  3.30000000e+00 
 1.46206831e-03  3.41614615e+00  3.30000000e+00  3.30000000e+00 
 1.46220494e-03  3.41064418e+00  3.30000000e+00  3.30000000e+00 
 1.46247819e-03  3.39964024e+00  3.30000000e+00  3.30000000e+00 
 1.46300000e-03  3.37862663e+00  3.30000000e+00  3.30000000e+00 
 1.46305465e-03  3.39325661e+00  3.30000000e+00  3.30000000e+00 
 1.46316395e-03  3.42251667e+00  3.30000000e+00  3.30000000e+00 
 1.46338255e-03  3.48103678e+00  3.30000000e+00  3.30000000e+00 
 1.46381975e-03  3.59807700e+00  3.30000000e+00  3.30000000e+00 
 1.46400000e-03  3.64633002e+00  3.30000000e+00  3.30000000e+00 
 1.46408744e-03  3.62631432e+00  3.30000000e+00  3.30000000e+00 
 1.46426232e-03  3.58628279e+00  3.30000000e+00  3.30000000e+00 
 1.46461208e-03  3.50621972e+00  3.30000000e+00  3.30000000e+00 
 1.46500000e-03  3.41742204e+00  3.30000000e+00  3.30000000e+00 
 1.46506995e-03  3.40047239e+00  3.30000000e+00  3.30000000e+00 
 1.46520986e-03  3.36657309e+00  3.30000000e+00  3.30000000e+00 
 1.46548967e-03  3.29877449e+00  3.30000000e+00  3.30000000e+00 
 1.46600000e-03  3.17511861e+00  3.30000000e+00  3.30000000e+00 
 1.46605596e-03  3.17733954e+00  3.30000000e+00  3.30000000e+00 
 1.46616789e-03  3.18178148e+00  3.30000000e+00  3.30000000e+00 
 1.46639173e-03  3.19066537e+00  3.30000000e+00  3.30000000e+00 
 1.46683943e-03  3.20843314e+00  3.30000000e+00  3.30000000e+00 
 1.46700000e-03  3.21480589e+00  3.30000000e+00  3.30000000e+00 
 1.46708954e-03  3.21427486e+00  3.30000000e+00  3.30000000e+00 
 1.46726862e-03  3.21321278e+00  3.30000000e+00  3.30000000e+00 
 1.46762677e-03  3.21108863e+00  3.30000000e+00  3.30000000e+00 
 1.46800000e-03  3.20887509e+00  3.30000000e+00  3.30000000e+00 
 1.46807163e-03  3.20461959e+00  3.30000000e+00  3.30000000e+00 
 1.46821489e-03  3.19610859e+00  3.30000000e+00  3.30000000e+00 
 1.46850142e-03  3.17908659e+00  3.30000000e+00  3.30000000e+00 
 1.46900000e-03  3.14946647e+00  3.30000000e+00  3.30000000e+00 
 1.46905730e-03  3.17091678e+00  3.30000000e+00  3.30000000e+00 
 1.46917191e-03  3.21381752e+00  3.30000000e+00  3.30000000e+00 
 1.46940113e-03  3.29961901e+00  3.30000000e+00  3.30000000e+00 
 1.46985957e-03  3.47122198e+00  3.30000000e+00  3.30000000e+00 
 1.47000000e-03  3.52378698e+00  3.30000000e+00  3.30000000e+00 
 1.47009169e-03  3.50958208e+00  3.30000000e+00  3.30000000e+00 
 1.47027506e-03  3.48117214e+00  3.30000000e+00  3.30000000e+00 
 1.47064181e-03  3.42435225e+00  3.30000000e+00  3.30000000e+00 
 1.47100000e-03  3.36885928e+00  3.30000000e+00  3.30000000e+00 
 1.47107335e-03  3.38039592e+00  3.30000000e+00  3.30000000e+00 
 1.47122005e-03  3.40346929e+00  3.30000000e+00  3.30000000e+00 
 1.47151345e-03  3.44961604e+00  3.30000000e+00  3.30000000e+00 
 1.47200000e-03  3.52614160e+00  3.30000000e+00  3.30000000e+00 
 1.47205868e-03  3.50664958e+00  3.30000000e+00  3.30000000e+00 
 1.47217604e-03  3.46766539e+00  3.30000000e+00  3.30000000e+00 
 1.47241076e-03  3.38969703e+00  3.30000000e+00  3.30000000e+00 
 1.47288020e-03  3.23376030e+00  3.30000000e+00  3.30000000e+00 
 1.47300000e-03  3.19396635e+00  3.30000000e+00  3.30000000e+00 
 1.47309389e-03  3.18870062e+00  3.30000000e+00  3.30000000e+00 
 1.47328166e-03  3.17816923e+00  3.30000000e+00  3.30000000e+00 
 1.47365722e-03  3.15710645e+00  3.30000000e+00  3.30000000e+00 
 1.47400000e-03  3.13788159e+00  3.30000000e+00  3.30000000e+00 
 1.47407511e-03  3.17421895e+00  3.30000000e+00  3.30000000e+00 
 1.47422533e-03  3.24689381e+00  3.30000000e+00  3.30000000e+00 
 1.47452577e-03  3.39224354e+00  3.30000000e+00  3.30000000e+00 
 1.47500000e-03  3.62166740e+00  3.30000000e+00  3.30000000e+00 
 1.47506009e-03  3.58345326e+00  3.30000000e+00  3.30000000e+00 
 1.47518027e-03  3.50702466e+00  3.30000000e+00  3.30000000e+00 
 1.47542062e-03  3.35416745e+00  3.30000000e+00  3.30000000e+00 
 1.47590133e-03  3.04845304e+00  3.30000000e+00  3.30000000e+00 
 1.47600000e-03  2.98570011e+00  3.30000000e+00  3.30000000e+00 
 1.47607547e-03  3.02634258e+00  3.30000000e+00  3.30000000e+00 
 1.47622640e-03  3.10762787e+00  3.30000000e+00  3.30000000e+00 
 1.47651650e-03  3.26386056e+00  3.30000000e+00  3.30000000e+00 
 1.47700000e-03  3.52425207e+00  3.30000000e+00  3.30000000e+00 
 1.47705802e-03  3.51552540e+00  3.30000000e+00  3.30000000e+00 
 1.47717406e-03  3.49807184e+00  3.30000000e+00  3.30000000e+00 
 1.47740614e-03  3.46316473e+00  3.30000000e+00  3.30000000e+00 
 1.47787029e-03  3.39335051e+00  3.30000000e+00  3.30000000e+00 
 1.47800000e-03  3.37384112e+00  3.30000000e+00  3.30000000e+00 
 1.47809283e-03  3.40443526e+00  3.30000000e+00  3.30000000e+00 
 1.47827849e-03  3.46562368e+00  3.30000000e+00  3.30000000e+00 
 1.47864982e-03  3.58800052e+00  3.30000000e+00  3.30000000e+00 
 1.47900000e-03  3.70340912e+00  3.30000000e+00  3.30000000e+00 
 1.47907426e-03  3.67138812e+00  3.30000000e+00  3.30000000e+00 
 1.47922279e-03  3.60734592e+00  3.30000000e+00  3.30000000e+00 
 1.47951985e-03  3.47926151e+00  3.30000000e+00  3.30000000e+00 
 1.48000000e-03  3.27223561e+00  3.30000000e+00  3.30000000e+00 
 1.48005941e-03  3.28381710e+00  3.30000000e+00  3.30000000e+00 
 1.48017824e-03  3.30698025e+00  3.30000000e+00  3.30000000e+00 
 1.48041588e-03  3.35330656e+00  3.30000000e+00  3.30000000e+00 
 1.48089118e-03  3.44595917e+00  3.30000000e+00  3.30000000e+00 
